sample_id,vol_input,ACTB,CAPN6,HSD3B1,PSG7,S100A8,PKHD1L1,TBC1D15,RGS18,HAL,BPI,KRT8,CD180,OAZ1,CGA,HSPB8,VGLL1,S100A9,APLF,DGCR14,AVPR1A,ITIH2,CD24,MPO,ENAH,GAPDH,CGB,LGALS14,ANXA3,S100P,CPVL,DAPP1,TFIP11,KNG1,CEACAM6,NFATC1,SAMD9,CYP3A7,CSH1,PAPPA,CAMP,RAB27B,MMD,MOB1B,VCAN,OTC,CEACAM8,NFATC2,DCX ,FSTL3,CSH2,PLAC1,DEFA4,RAP1GAP,KLF9,PPBP,FABP1,SERPINA7,DEFA3,CNOT7,FRZB,SLC2A2,CSHL1,PLAC4,LTF,FAM212B-AS1,P2RY12,RPL23AP7,FGA,SLC4A1,ELANE,CD2,GNAZ,ADAM12,GH2,PSG1,MMP8,LYPLAL1,RAB11A,MAP3K7CL,FGB,ARG1,HMGB3,CD5,MEF2C,ALPP,HSD17B1,PSG4,PGLYRP1,FRMD4B,CLCN3,POLE2,SLC38A4,EPB42,HMGN2,CD160,PTGER3
NTC99,10ul,16.66542626,999,22.32515348,999,15.06289737,20.81827414,25.4834268,17.55920982,999,22.59602936,999,999,18.54662679,21.82042284,26.5005295,22.62521182,17.41605761,20.67804708,999,23.84889114,999,23.73777821,21.51945781,999,17.68222383,999,999,999,21.13262333,14.01811931,18.81397651,999,17.10974186,31.08647341,999,999,37.0723781,21.52622425,999,999,18.932769,19.53223525,20.59523814,39.75283449,999,32.84467601,999,23.42665485,22.30516419,19.76755951,999,999,21.95078518,999,12.14769021,23.3197885,999,20.01460608,999,999,999,18.7595586,23.61248373,999,999,21.9485531,20.81140297,33.31011591,999,999,22.30718699,20.75785327,999,26.11982596,24.3360743,999,23.31054681,17.94681804,18.83534017,21.80415009,999,999,20.67130906,26.79632762,999,999,999,20.0731873,21.22063341,21.45739245,26.06204418,999,999,999,999,23.05995667
NTC100,10ul,19.34830785,999,40.84766791,999,15.05564116,999,25.81372088,20.37156369,999,999,999,999,22.1864963,20.80380323,999,24.21836013,18.86981686,999,999,38.5614543,999,999,21.4129952,999,19.91704473,999,999,999,31.44804755,13.92570482,999,999,18.07746557,32.40642356,999,21.28760563,31.644756,23.61846591,999,22.73529932,20.38492678,22.00639806,19.38902479,30.31416636,999,26.31457326,999,999,23.6102982,22.30568361,999,21.89955241,21.41082886,999,15.05651479,23.81920817,999,19.24115768,999,22.76197431,999,18.10320081,22.46255409,23.29780788,27.52392489,21.85953855,22.08918818,35.3285288,999,999,23.10042622,23.03288347,999,26.63616416,999,999,999,21.6938253,20.89431745,22.61754523,999,34.06977168,20.80904292,27.21371132,999,999,999,20.76702458,999,22.02380365,26.90119671,999,999,999,999,23.38076985
NTC101,10ul,17.78076958,999,21.62241485,40.51839829,14.7391487,34.49560401,25.58485107,18.64391876,999,40.82511254,23.62530115,999,19.78862616,999,999,24.2444478,18.81856445,21.33001027,999,22.85502104,999,999,20.82295653,999,18.31881508,999,999,999,23.07874086,13.6869224,22.85653805,999,17.14322755,30.39865919,27.23011511,999,39.69826504,21.33608148,999,41.15088895,19.49913274,22.53454682,19.5923835,27.62445065,999,25.28272464,999,35.83282633,999,21.68801205,999,999,21.84446438,999,13.81579264,23.00583536,999,21.62584882,999,25.26605112,999,18.14957649,22.29462601,35.02606259,27.30427302,20.3558143,22.53815375,999,999,999,22.44309429,25.05665839,29.65847052,999,999,999,22.46863748,18.86326514,20.09672306,24.24809397,25.58625762,999,20.08747633,26.8544218,999,999,999,20.81885234,22.9436511,21.27759782,22.34064048,999,999,999,23.82352933,24.69121789
NTC102,10ul,23.08585446,999,999,999,14.95733708,999,25.82437022,23.6492782,999,999,24.863388,999,999,999,43.33333334,24.85857399,22.08392591,999,999,24.15242491,999,999,21.82333942,999,28.42511501,999,999,999,23.333653,13.89799073,999,999,17.34888617,999,999,999,37.47605847,21.11600875,999,40.98789321,999,35.83237182,20.06990296,22.59815273,999,34.39659471,25.29641669,999,23.37252967,26.26896053,999,999,22.3940479,999,20.16509768,999,999,999,999,24.20138084,999,18.96502548,23.49526002,37.50593187,22.74444686,30.52551853,22.70749206,999,999,999,999,26.86829491,999,999,999,999,999,999,24.23534257,21.56113559,999,999,20.51157699,26.25088268,999,999,999,21.16517878,999,22.89547823,25.35595869,999,999,999,999,27.68524709
NTC103,10ul,15.65531316,999,999,999,14.64878417,999,24.98527867,15.98389036,999,999,22.36640211,23.66314072,17.75456692,999,999,23.99110437,18.26759941,22.10483361,999,22.85999893,999,999,20.52502377,999,16.60701076,999,41.36841204,999,22.01064311,13.85865176,18.66913266,999,17.43157472,29.2110148,999,999,42.56784451,20.77894284,25.70181631,23.39845611,19.24617942,19.11961085,18.1100075,25.76572968,999,25.37170833,999,999,26.68083758,25.05264837,999,999,23.99793692,999,11.64755163,999,999,20.62591199,999,25.71855418,999,18.03921974,22.96131713,23.30087878,21.6399333,20.58332632,20.79406935,999,999,999,24.09947653,20.542952,999,999,999,999,18.84709508,18.06713958,18.45359616,21.69985487,999,24.13623562,20.1470893,26.61604486,999,999,999,21.21030243,999,19.17232671,22.58652442,999,999,26.70844261,999,999
NTC104,10ul,999,999,999,999,14.9655587,999,25.81076829,22.81697569,999,999,23.71835526,999,23.50734427,999,22.69005736,24.37222441,999,999,999,40.10323292,999,999,21.13519537,999,999,999,999,999,22.39655922,13.9690041,999,999,17.48154952,27.52021723,999,999,999,20.36476287,999,999,999,999,20.63154728,999,999,31.78406477,999,41.03682164,22.96442166,26.23965956,999,999,24.3213044,999,18.78572697,21.4995904,999,999,22.45191611,999,999,18.70019993,23.82618719,39.57412011,999,32.01090442,25.70609581,999,999,999,999,26.78521819,999,999,999,999,999,999,21.34159149,23.22889564,999,999,20.72255038,999,999,999,26.78269563,21.08634935,999,27.39948427,26.88045282,999,999,999,999,999
NTC105,10ul,19.61914183,999,999,999,14.87248361,999,25.56779039,20.78014444,999,22.70504689,22.42149888,22.22920471,21.97504151,999,999,24.57636066,20.73584683,999,999,23.57535179,999,999,19.709382,999,25.21737631,25.12274579,999,999,23.13678518,13.77203809,23.75055174,999,17.03712276,24.29076818,999,999,35.14006279,20.46742726,999,999,999,20.59418903,19.74133295,35.63598616,999,33.8717328,999,37.03681627,23.45840544,22.65508364,999,999,22.42397245,999,16.20305977,999,999,999,999,26.58248181,999,18.07759087,999,999,41.97888384,21.98907162,22.85499052,999,999,999,23.22885956,25.27344863,999,999,999,22.22978478,22.01247567,999,23.66364373,21.98867869,999,38.90793142,20.70181212,999,999,999,23.96357272,20.92692267,999,21.46799754,25.5020325,999,999,43.85806334,999,999
NTC106,10ul,21.72762488,999,22.32530133,999,14.91702335,999,26.7832882,999,999,22.27066106,22.61883389,999,24.19237701,999,999,22.36264515,999,999,999,999,999,999,20.32476123,999,999,999,999,999,22.48873804,14.11347875,999,999,17.2179419,32.81635472,999,999,42.05723295,21.7293327,999,999,999,20.95004054,19.72246231,36.65305166,999,31.40582131,999,24.27118164,26.72765871,21.61247881,999,999,999,999,18.19750838,27.15439059,999,22.52768028,999,22.35665367,999,18.46650635,24.32742523,39.40517038,23.40263777,40.12432131,22.23382325,999,999,999,25.73354266,25.99325254,999,999,32.1184291,999,999,999,24.43087505,20.9910039,999,41.25493666,20.9192414,41.84626314,999,999,999,20.09410137,999,999,25.88929971,999,999,999,999,999
NTC107,10ul,22.7859777,999,22.79938637,999,14.88096967,999,24.55160596,23.67131247,999,999,23.39973043,22.64746038,23.91204301,999,999,25.18398122,22.54332707,999,999,39.42575269,999,999,20.20093924,999,23.53418548,999,999,999,23.07098055,13.97959991,999,999,17.75232956,999,999,999,34.92615965,21.53739777,999,22.65209684,999,22.75107605,20.56453299,25.98995954,999,26.4055088,41.34394079,24.51695791,24.3696155,25.88218064,999,999,999,999,20.86605763,22.73439655,999,999,999,999,999,18.37058859,22.11381137,21.97236226,23.75479546,23.14427386,21.77891259,40.56379952,999,999,999,27.50719295,999,999,999,999,999,999,23.63240057,21.52046149,999,999,21.0807139,27.18148783,999,999,999,20.95306722,999,22.71637718,26.5961194,999,999,999,999,23.28341211
NTC108,10ul,18.71627317,999,999,36.97851253,14.70892627,999,24.81448162,20.98514312,999,21.64829335,22.46492435,999,20.84845654,999,999,24.73171944,19.15099826,999,999,41.17851474,999,999,20.15507239,999,18.99889644,999,999,999,21.9705633,14.01725968,999,999,17.65222238,999,999,999,999,22.41300825,999,999,21.32735136,22.19959218,20.39718212,27.2142696,999,34.51949696,999,25.33379026,23.39244152,21.93027059,999,42.00387703,22.02398014,999,15.3681529,23.51679925,999,20.72846617,999,999,999,17.81224833,37.54814634,999,25.96991059,35.88207965,24.69809633,30.07137501,23.44849777,999,999,25.96521724,42.52327426,40.43620089,999,999,22.09997271,999,999,22.74622111,999,24.03198798,22.03748869,25.22061966,999,999,27.0312672,21.37684461,999,999,26.21734327,999,999,999,999,36.87061528
